pcode,day,LOC_DST_ep_0,LOC_DST_ep_1,LOC_DST_ep_2,LOC_DST_ep_3,LOC_DST_ep_4,LOC_CNT_ep_0,LOC_CNT_ep_1,LOC_CNT_ep_2,LOC_CNT_ep_3,LOC_CNT_ep_4,SCR_DUR_ep_0,SCR_DUR_ep_1,SCR_DUR_ep_2,SCR_DUR_ep_3,SCR_DUR_ep_4,ACT_WALKING_ep_0,ACT_WALKING_ep_1,ACT_WALKING_ep_2,ACT_WALKING_ep_3,ACT_WALKING_ep_4,ACT_RUNNING_ep_0,ACT_RUNNING_ep_1,ACT_RUNNING_ep_2,ACT_RUNNING_ep_3,ACT_RUNNING_ep_4,ACT_STILL_ep_0,ACT_STILL_ep_1,ACT_STILL_ep_2,ACT_STILL_ep_3,ACT_STILL_ep_4,ACT_FOOT_ep_0,ACT_FOOT_ep_1,ACT_FOOT_ep_2,ACT_FOOT_ep_3,ACT_FOOT_ep_4,ACT_UNKNOWN_ep_0,ACT_UNKNOWN_ep_1,ACT_UNKNOWN_ep_2,ACT_UNKNOWN_ep_3,ACT_UNKNOWN_ep_4,CON_DUR_ep_0,CON_DUR_ep_1,CON_DUR_ep_2,CON_DUR_ep_3,CON_DUR_ep_4,CON_CNT_ep_0,CON_CNT_ep_1,CON_CNT_ep_2,CON_CNT_ep_3,CON_CNT_ep_4,SLP_DUR,SLP_START,SLP_END,stress_binary_personal
P012,2013-04-02 00:00:00-04:00,23809.924,175.98047,7762.102,12698.962,3172.8792,6.0,1.0,4.6666665,3.6666667,2.0,47106.0,7200.0,15671.333,11659.667,12575.0,2770.0,0.0,1194.0,1297.0,279.0,1390.6666,0.0,787.3333,603.3333,0.0,76873.0,20774.0,18307.334,17951.334,19840.334,4160.6665,0.0,1981.3334,1900.3334,279.0,1906.3334,0.0,449.66666,872.3333,584.3333,17727.0,30.0,5276.0,8250.333,4170.6665,30.333334,0.33333334,9.0,12.0,9.0,0.0,0.0,0.0,1
P012,2013-04-03 00:00:00-04:00,23592.963,121.82859,9677.329,7868.4966,5925.3086,8.666667,1.0,5.3333335,5.0,2.0,41520.668,7201.3335,12850.333,11837.667,9631.333,3133.3333,0.0,1077.6666,1554.6666,501.0,1730.6666,0.0,869.6667,860.3333,0.6666667,75972.664,20676.0,18237.334,17638.666,19420.666,4864.0,0.0,1947.3334,2415.0,501.66666,1737.3334,0.0,474.0,573.6667,689.6667,22440.334,30.0,7508.3335,11174.0,3728.0,27.0,0.33333334,7.0,12.666667,7.0,0.0,0.0,0.0,0
P012,2013-04-04 00:00:00-04:00,30225.83,57.02315,9348.064,9431.083,11389.658,9.333333,1.0,5.3333335,5.0,2.6666667,37101.332,688.0,11806.0,13299.667,11307.667,2285.3333,0.0,912.6667,933.6667,439.0,1705.6666,0.0,923.6667,713.0,69.0,77680.0,20771.666,18690.0,18694.0,19524.334,3991.0,0.0,1836.3334,1646.6666,508.0,1876.0,0.0,414.66666,579.0,882.3333,24577.0,0.0,5463.6665,11096.0,8017.3335,28.0,0.0,6.3333335,11.666667,10.0,0.0,0.0,0.0,1
P012,2013-04-05 00:00:00-04:00,120094.7,50.247284,9560.02,95135.2,15349.232,9.0,1.0,5.0,4.0,2.6666667,44438.332,688.0,12202.667,15506.667,16041.0,3143.6667,0.0,1052.0,1042.0,1049.6666,1602.3334,0.0,658.3333,648.3333,295.66666,74802.0,21084.666,18993.0,16307.667,18416.666,4746.0,0.0,1710.3334,1690.3334,1345.3334,4832.6665,0.0,557.3333,3134.6667,1140.6666,31573.666,0.0,7814.0,12764.333,10995.333,32.0,0.0,8.333333,12.666667,11.0,6.53125,28.266666,88.0,1
P012,2013-04-06 00:00:00-04:00,205582.33,69.49048,11331.308,181621.8,12559.736,7.0,1.0,4.6666665,2.6666667,2.3333333,45125.668,860.3333,10163.333,15795.333,18306.666,2737.0,0.0,981.3333,929.3333,826.3333,1195.6666,0.0,578.6667,322.0,295.0,71698.336,21067.666,19133.334,16094.667,15402.667,3932.6667,0.0,1560.0,1251.3334,1121.3334,5756.6665,1.0,605.3333,4137.6665,1012.6667,26975.334,316.0,5888.0,10475.667,10295.667,31.666666,1.0,8.333333,12.0,10.333333,6.53125,28.266666,88.0,1
P012,2013-04-07 00:00:00-04:00,540180.06,145.04626,52365.977,471939.6,15729.432,5.3333335,1.3333334,3.6666667,1.6666666,2.0,49065.0,188.33333,12067.667,16664.334,20144.666,2967.6667,0.0,908.0,1026.0,1033.6666,800.0,0.0,232.0,99.333336,468.66666,66746.336,20998.334,18070.666,13552.667,14124.667,3767.6667,0.0,1140.0,1125.3334,1502.3334,7067.0,1.0,1830.0,3961.6667,1274.3334,23036.334,316.0,7804.6665,8386.0,6529.6665,30.666666,1.0,10.333333,10.666667,8.666667,5.0805554,27.873333,76.001114,0
P012,2013-04-08 00:00:00-04:00,769388.94,160.0779,50768.12,548892.0,169568.72,3.0,1.3333334,2.3333333,1.3333334,1.3333334,49125.332,1388.0,11065.333,16664.334,20007.666,3317.6667,0.0,1302.6666,1264.0,751.0,570.0,0.0,146.33333,108.666664,315.0,65112.332,20995.0,17194.334,13941.667,12981.333,3887.6667,0.0,1449.0,1372.6666,1066.0,5220.0,4.0,1803.6666,2176.0,1236.3334,18871.334,316.0,6059.3335,7116.3335,5379.6665,28.666666,1.0,9.0,9.333333,9.333333,4.004722,28.481112,68.00222,0
P012,2013-04-09 00:00:00-04:00,747384.7,27951.959,52434.668,464668.34,202329.69,4.0,1.6666666,2.6666667,2.0,1.6666666,48652.0,1229.6666,13872.0,15692.333,17858.0,3956.6667,13.0,1822.6666,1083.0,1038.0,974.0,0.0,272.66666,386.33334,315.0,66881.0,20263.0,16638.0,14591.667,15388.333,4930.6665,13.0,2095.3333,1469.3334,1353.0,6493.0,1024.0,1943.0,1351.6666,2174.3333,19586.0,23.333334,5600.6665,7783.0,6179.0,26.666666,0.33333334,7.6666665,8.666667,10.0,4.6293983,32.817036,77.335556,0
P012,2013-04-10 00:00:00-04:00,439153.53,48240.465,23534.445,173694.6,193684.02,5.0,1.6666666,3.3333333,3.0,1.3333334,47245.332,2525.3333,13104.667,14944.333,16671.0,3981.3333,260.0,1986.6666,1003.0,731.6667,909.3333,0.0,366.66666,469.66666,73.0,70672.664,19723.666,16922.334,17203.334,16823.334,4890.6665,260.0,2353.3333,1472.6666,804.6667,6300.3335,1468.3334,1559.0,1469.0,1804.0,21448.334,1784.3334,4974.0,7867.6665,6822.3335,23.0,1.0,6.0,7.3333335,8.666667,4.7436576,34.56889,80.00148,0
P012,2013-04-11 00:00:00-04:00,119342.98,48267.77,24640.566,13545.799,32888.84,6.3333335,1.6666666,3.6666667,4.6666665,1.3333334,40342.332,1329.3334,11301.0,13564.333,14147.667,3170.3333,260.0,1483.3334,1043.0,384.0,1074.3334,0.0,402.0,672.3333,0.0,75677.336,19595.0,17865.0,18975.334,19242.0,4244.6665,260.0,1885.3334,1715.3334,384.0,5162.3335,1465.3334,1528.0,565.0,1604.0,17991.666,1784.3334,5049.0,7421.3335,3737.0,17.666666,1.0,5.0,6.0,5.6666665,5.402176,34.633335,85.334076,0
P012,2013-04-12 00:00:00-04:00,68305.9,20489.662,21366.057,17123.82,9326.36,6.3333335,1.3333334,4.0,4.6666665,1.6666666,43827.0,1314.0,10873.333,14664.333,16975.334,2839.6667,247.0,1113.6666,1159.0,320.0,993.6667,0.0,522.0,469.0,2.6666667,77418.664,20518.334,18270.666,18739.666,19890.0,3833.3333,247.0,1635.6666,1628.0,322.66666,3646.6667,444.33334,1383.3334,961.6667,857.3333,22125.334,1761.0,7181.6665,7533.0,5649.6665,17.0,0.6666667,5.3333335,6.6666665,4.3333335,5.163889,31.205555,80.0,0
P012,2013-04-13 00:00:00-04:00,38485.543,5825.425,6071.3022,16450.453,10138.362,5.3333335,1.3333334,3.0,4.0,2.0,42847.0,1714.3334,8428.333,15597.667,17106.666,1901.3334,13.333333,579.3333,1007.6667,301.0,730.3333,0.0,355.0,372.66666,2.6666667,78645.336,20716.334,19211.334,18772.334,19945.334,2631.6667,13.333333,934.3333,1380.3334,303.66666,2926.3333,317.0,971.0,998.6667,639.6667,17347.334,628.3333,4807.0,6678.6665,5233.3335,17.0,0.33333334,3.3333333,7.3333335,6.0,6.9347224,36.54,99.501114,1
P012,2013-04-14 00:00:00-04:00,29490.652,5831.2915,3270.9133,10301.523,10086.926,4.0,1.3333334,2.6666667,2.3333333,2.0,49041.668,2930.0,8967.333,16977.666,20166.666,1458.3334,13.333333,320.66666,816.3333,308.0,327.0,0.0,249.0,75.333336,2.6666667,79136.0,20542.0,19586.666,18991.334,20016.0,1785.3334,13.333333,569.6667,891.6667,310.66666,2629.0,317.0,803.6667,1106.0,402.33334,15004.667,628.3333,3445.3333,5220.0,5711.0,16.666666,0.33333334,2.6666667,7.3333335,6.3333335,7.225972,41.766666,107.05778,0
P012,2013-04-15 00:00:00-04:00,16764.42,5848.7095,3351.747,6650.5576,913.40546,4.0,1.3333334,3.0,2.3333333,1.3333334,44606.668,3645.3333,10153.333,15661.667,15146.333,1236.3334,13.333333,391.0,740.0,92.0,91.333336,0.0,13.0,78.333336,0.0,79889.664,20361.0,19442.0,19364.334,20722.334,1327.6666,13.333333,404.0,818.3333,92.0,2057.0,332.33334,813.3333,751.3333,160.0,10554.0,823.0,3736.6667,3549.6667,2444.6667,15.333333,1.3333334,3.6666667,5.0,5.3333335,6.6402316,40.100742,100.705925,0
P012,2013-04-16 00:00:00-04:00,12874.164,204.92885,6316.406,6230.622,122.20713,5.0,1.0,3.3333333,3.6666667,1.0,46832.0,5834.3335,12569.667,17017.0,11411.0,1590.3334,0.0,453.0,1094.3334,43.0,547.6667,0.0,243.66667,304.0,0.0,81032.336,20948.666,19825.334,19111.666,21146.666,2138.0,0.0,696.6667,1398.3334,43.0,1224.3334,15.333333,411.0,713.0,85.0,13006.667,194.66667,4108.3335,7385.6665,1318.0,14.0,1.0,4.0,6.0,3.0,6.2031946,38.44889,95.55778,0
P012,2013-04-17 00:00:00-04:00,30985.572,173.23926,9521.373,14443.504,6847.456,7.0,1.0,4.6666665,4.6666665,1.6666666,41553.332,6477.3335,14587.0,14028.667,6460.3335,2514.3333,64.0,743.0,1414.3334,293.0,822.6667,0.0,360.33334,385.33334,77.0,80289.664,21188.666,19697.666,18824.666,20578.666,3337.0,64.0,1103.3334,1799.6666,370.0,1950.3334,15.333333,428.66666,888.0,618.3333,17115.666,268.66666,7082.3335,8276.0,1488.6666,19.0,1.3333334,6.3333335,7.0,4.3333335,4.4906945,40.592224,84.001114,0
P012,2013-04-18 00:00:00-04:00,31262.748,167.27214,9579.871,14697.174,6818.431,6.6666665,1.0,4.3333335,4.6666665,1.6666666,41438.668,5780.6665,14797.667,15571.667,5288.6665,2630.6667,64.0,585.3333,1709.6666,271.66666,1330.0,0.0,864.0,389.0,77.0,80646.0,21499.666,19877.334,18649.666,20619.334,3960.6667,64.0,1449.3334,2098.6667,348.66666,1567.0,0.0,229.0,785.6667,552.3333,15108.0,74.0,4249.3335,9712.667,1072.0,18.666666,0.33333334,5.3333335,8.666667,4.3333335,3.8323612,41.85889,80.001114,0
P012,2013-04-19 00:00:00-04:00,36326.504,149.07854,9549.266,14371.254,12256.905,7.6666665,1.0,5.3333335,4.6666665,2.3333333,31755.334,2126.0,12984.667,13206.333,3438.3333,2545.0,65.0,543.0,1591.0,346.0,1180.0,0.0,714.0,254.66667,211.33333,79866.664,21438.666,19886.0,18712.0,19830.0,3725.0,65.0,1257.0,1845.6666,557.3333,2287.0,0.0,341.0,900.6667,1045.3334,18520.0,245.33333,6838.6665,8327.0,3109.0,23.333334,1.3333334,6.3333335,9.333333,6.3333335,3.8323612,41.85889,80.001114,1
P012,2013-04-20 00:00:00-04:00,19790.623,165.22331,7886.916,6188.833,5549.6514,6.0,1.0,4.3333335,3.6666667,1.6666666,32490.334,378.66666,11928.0,14969.0,5214.6665,1672.6666,1.0,392.33334,1122.6666,156.66667,908.6667,0.0,601.0,173.33333,134.33333,81338.0,21403.0,19905.334,19509.334,20520.334,2581.3333,1.0,993.3333,1296.0,291.0,1519.6666,0.0,478.33334,538.3333,503.0,17657.334,235.0,4738.6665,8817.333,3866.3333,26.0,1.3333334,5.6666665,13.333333,5.6666665,4.8955555,37.354443,84.00222,0
P012,2013-04-21 00:00:00-04:00,13592.487,147.04964,4673.058,3148.424,5623.9556,4.6666665,1.0,3.0,3.0,2.0,28416.0,488.33334,10482.333,12632.667,4812.6665,1201.0,62.666668,334.0,576.0,228.33333,310.0,0.0,84.333336,91.333336,134.33333,81951.664,21213.0,20278.0,20147.666,20313.0,1511.0,62.666668,418.33334,667.3333,362.66666,1439.0,0.0,544.0,392.0,503.0,15245.667,265.33334,5051.6665,5985.3335,3943.3333,25.666666,1.6666666,5.6666665,12.333333,6.0,5.584028,35.845554,88.001114,0
P012,2013-04-22 00:00:00-04:00,8745.024,217.38023,4802.382,3517.2188,208.04375,3.3333333,1.0,2.6666667,2.3333333,1.3333334,26662.666,243.33333,9372.667,9839.333,7207.3335,1019.6667,61.666668,396.66666,422.0,139.33333,180.33333,0.0,108.333336,72.0,0.0,82254.336,21061.334,20092.334,20355.0,20745.666,1200.0,61.666668,505.0,494.0,139.33333,823.3333,0.0,486.33334,198.66667,138.33333,12745.0,94.0,4679.3335,5663.0,2308.6667,23.666666,0.6666667,5.0,11.666667,6.3333335,5.6568055,32.596294,85.334076,0
P012,2013-04-23 00:00:00-04:00,13004.175,237.60454,5907.174,6642.4614,216.93533,4.0,1.0,2.0,3.6666667,1.3333334,27544.666,269.0,8302.333,8591.667,10381.667,1276.6666,61.666668,428.66666,645.0,141.33333,298.66666,0.0,105.666664,193.0,0.0,80956.336,20851.0,20066.666,19575.0,20463.666,1575.3334,61.666668,534.3333,838.0,141.33333,1462.6666,66.333336,352.33334,521.0,523.0,14834.667,30.333334,4825.3335,7778.6665,2200.3333,19.666666,0.33333334,4.3333335,9.666667,5.3333335,5.693287,31.773333,84.80296,0
P012,2013-04-24 00:00:00-04:00,18787.84,291.18033,5923.636,12417.879,155.14575,4.6666665,1.0,2.0,4.3333335,1.0,35650.0,405.0,12566.333,10943.333,11735.333,1254.3334,0.0,348.0,750.6667,155.66667,749.3333,0.0,105.666664,643.0,0.6666667,80956.664,21071.0,20404.0,18862.334,20619.334,2003.6666,0.0,453.66666,1393.6666,156.33333,1713.6666,66.333336,261.66666,851.6667,534.0,15352.667,134.66667,4096.0,8232.667,2889.3333,22.333334,0.6666667,3.0,11.666667,7.0,5.775417,29.517778,83.204445,0
P012,2013-04-25 00:00:00-04:00,24630.08,246.59819,6250.735,15175.306,2957.442,5.3333335,1.0,2.3333333,4.6666665,1.3333334,44070.0,405.0,15236.667,15438.0,12990.333,1986.6666,0.0,623.6667,967.6667,395.33334,1295.0,0.0,415.0,797.3333,82.666664,80220.664,21277.0,20091.0,18214.0,20638.666,3281.6667,0.0,1038.6666,1765.0,478.0,2040.0,66.333336,201.33333,1352.3334,420.0,13157.667,134.66667,1536.3334,6807.3335,4679.3335,23.0,0.6666667,2.6666667,11.333333,8.333333,5.874722,28.723333,83.204445,0
P012,2013-04-26 00:00:00-04:00,36522.86,249.09743,7029.164,20708.414,8536.185,6.3333335,1.0,3.6666667,5.0,2.0,41461.332,264.33334,16308.667,15168.333,9720.0,2897.6667,0.0,658.0,1477.0,762.6667,1608.3334,0.0,597.6667,914.6667,96.0,79349.664,21544.666,19930.666,17743.666,20130.666,4506.0,0.0,1255.6666,2391.6667,858.6667,1788.3334,0.0,286.66666,1234.3334,267.33334,13347.333,134.66667,2700.3333,4293.6665,6218.6665,25.333334,0.6666667,4.3333335,9.0,11.333333,6.0009723,24.508888,80.0,0
P012,2013-04-27 00:00:00-04:00,34842.094,211.37442,7029.2593,14847.318,12754.141,5.6666665,1.0,3.6666667,4.0,2.3333333,40581.332,0.0,16609.0,12977.333,10995.0,2954.0,0.0,654.0,1375.6666,924.3333,1157.6666,0.0,597.6667,464.66666,95.333336,75876.0,21216.0,16873.0,18344.334,19442.666,4111.6665,0.0,1251.6666,1840.3334,1019.6667,1833.6666,0.0,428.33334,904.6667,500.66666,14490.667,0.0,2670.0,3789.3333,8031.3335,22.666666,0.0,4.0,7.3333335,11.333333,6.0009723,24.508888,80.0,0
P012,2013-04-28 00:00:00-04:00,27929.785,208.76419,6333.77,8782.465,12604.787,4.0,1.0,2.6666667,2.6666667,2.3333333,28622.666,0.0,13725.667,7732.6665,7164.3335,2572.0,0.0,367.33334,1044.6666,1160.0,584.3333,0.0,187.33333,240.33333,156.66667,76156.664,20915.334,17287.334,19126.334,18827.666,3156.3333,0.0,554.6667,1285.0,1316.6666,1265.0,0.0,412.33334,360.33334,492.33334,13819.667,0.0,2644.0,3698.6667,7477.0,25.0,0.0,5.6666665,7.0,12.333333,0.0,0.0,0.0,0
P012,2013-04-29 00:00:00-04:00,16263.074,182.22653,5922.424,3072.0264,7086.398,3.6666667,1.0,2.3333333,2.6666667,1.6666666,23013.334,345.33334,10329.333,5925.0,6413.6665,1888.0,2.6666667,351.33334,810.0,724.0,516.0,0.0,217.66667,155.0,143.33333,77665.0,20600.334,17382.334,19848.666,19833.666,2404.0,2.6666667,569.0,965.0,867.3333,837.0,1.6666666,409.66666,168.0,257.66666,11955.0,148.0,3311.6667,3966.3333,4529.0,22.0,0.33333334,5.3333335,7.3333335,9.0,0.0,0.0,0.0,1
P012,2013-04-30 00:00:00-04:00,18057.096,178.97072,5940.645,9075.458,2862.022,4.3333335,1.0,2.3333333,3.6666667,1.3333334,23854.0,1727.6666,8508.667,8456.667,5161.0,2011.6666,2.6666667,345.66666,1187.0,476.33334,838.0,0.0,217.66667,477.0,143.33333,81110.664,20927.334,20445.0,19119.0,20619.334,2849.6667,2.6666667,563.3333,1664.0,619.6667,768.3333,3.6666667,272.33334,479.0,13.333333,12678.0,148.0,4794.6665,5738.0,1997.3334,23.0,0.33333334,5.6666665,9.0,8.0,3.912639,33.215557,72.0,1
P012,2013-05-01 00:00:00-04:00,18474.973,158.7437,6287.242,11854.965,174.0223,5.3333335,1.0,3.3333333,4.3333335,1.0,29454.334,1752.3334,9894.0,11459.333,6348.6665,1727.6666,2.6666667,534.6667,1126.0,64.333336,1083.6666,0.0,458.66666,625.0,0.0,82192.0,21232.666,20333.334,19116.334,21509.666,2811.3333,2.6666667,993.3333,1751.0,64.333336,991.6667,5.6666665,269.0,712.3333,4.6666665,15102.333,148.0,7771.3335,6014.3335,1168.6666,21.333334,0.33333334,6.0,9.666667,5.3333335,4.2820835,30.245556,71.98556,0
P012,2013-05-02 00:00:00-04:00,18864.604,188.21214,6092.659,12370.623,213.10965,4.6666665,1.0,2.6666667,4.0,1.0,29878.334,1428.6666,11789.667,13139.0,3521.0,1577.0,0.0,502.33334,997.3333,77.333336,997.0,0.0,244.66667,752.3333,0.0,82497.664,21575.334,20574.0,18958.334,21390.0,2574.0,0.0,747.0,1749.6666,77.333336,1169.3334,4.0,256.66666,843.3333,65.333336,16269.0,0.0,5682.3335,9067.667,1519.0,22.333334,0.0,6.3333335,9.666667,6.3333335,3.842176,41.76963,79.99037,0
P012,2013-05-03 00:00:00-04:00,23325.643,211.67459,9040.706,10589.1,3484.1636,5.6666665,1.0,3.6666667,4.0,1.6666666,20983.666,46.333332,7022.6665,10746.0,3168.6667,1814.0,0.0,682.0,872.3333,259.66666,882.0,0.0,299.66666,519.0,63.333332,81401.336,21513.666,20186.666,19237.666,20463.334,2696.0,0.0,981.6667,1391.3334,323.0,1790.6666,2.0,329.0,830.0,629.6667,23019.334,60.333332,7124.6665,8712.0,7122.3335,23.0,0.33333334,8.0,7.6666665,7.0,3.8069444,46.046665,83.98556,0
P012,2013-05-04 00:00:00-04:00,20155.213,185.55028,5979.4463,10449.3125,3540.9048,5.3333335,1.0,2.3333333,4.3333335,1.6666666,26407.666,1251.3334,3807.0,13906.333,7443.0,1762.6666,155.33333,339.33334,1064.6666,203.33333,950.3333,0.0,55.0,832.0,63.333332,81244.336,21218.0,20726.0,18837.334,20463.0,2713.0,155.33333,394.33334,1896.6666,266.66666,1615.3334,7.0,238.66667,667.0,702.6667,21864.334,3430.0,3752.0,7966.0,6716.3335,18.333334,1.3333334,5.0,7.0,5.0,5.906528,60.673332,115.40889,0
P012,2013-05-05 00:00:00-04:00,16264.125,221.47546,4344.9624,8192.114,3505.5728,4.3333335,1.0,2.0,3.3333333,1.6666666,33648.668,1229.6666,7512.3335,13185.667,11721.0,1398.0,155.33333,409.66666,557.0,276.0,685.3333,0.0,70.333336,551.6667,63.333332,81742.336,21234.0,20725.666,19422.0,20360.666,2083.3333,155.33333,480.0,1108.6666,339.33334,1854.3334,7.0,167.33333,902.0,778.0,16939.334,3430.0,3076.6667,3108.0,7324.6665,16.0,1.3333334,3.0,6.3333335,5.3333335,8.850695,56.52889,134.81778,0
P012,2013-05-06 00:00:00-04:00,15082.061,243.50706,4507.9243,7243.5703,3087.0593,4.6666665,1.0,3.0,3.6666667,1.3333334,41043.668,1529.6666,11548.333,15131.0,12834.667,1463.3334,155.33333,493.66666,621.6667,192.66667,567.0,0.0,101.333336,465.66666,0.0,82417.336,21296.666,20679.666,19510.334,20930.666,2030.3334,155.33333,595.0,1087.3334,192.66667,1569.0,7.0,177.33333,928.0,456.66666,13027.0,3369.6667,2192.6667,4184.0,3280.6667,18.666666,1.0,4.3333335,7.3333335,6.0,8.850695,56.52889,134.81778,0
P012,2013-05-07 00:00:00-04:00,19536.777,317.56686,4519.8755,11601.5625,3097.7727,5.0,1.0,3.0,4.0,1.3333334,44186.332,960.3333,17256.334,13419.0,12550.667,2094.0,0.0,493.66666,1414.6666,185.66667,557.3333,0.0,105.666664,451.66666,0.0,81128.336,21574.0,20605.666,17941.666,21007.0,2651.3333,0.0,599.3333,1866.3334,185.66667,2509.6667,0.0,350.0,1773.3334,386.33334,12557.0,0.0,2192.6667,6780.6665,3583.6667,21.333334,0.0,4.3333335,9.666667,7.3333335,5.271806,25.94,75.59778,0
P012,2013-05-08 00:00:00-04:00,30060.78,369.10394,6486.414,14144.831,9060.431,7.6666665,1.0,4.6666665,5.3333335,2.0,36241.0,1365.6666,13125.0,13048.333,8702.0,3319.0,0.0,742.0,2058.3333,518.6667,950.0,0.0,327.66666,620.6667,1.6666666,78962.0,21574.334,19924.666,16990.334,20472.666,4269.0,0.0,1069.6666,2679.0,520.3333,3028.3333,1.0,564.3333,1902.3334,560.6667,21321.666,0.0,4966.3335,10420.667,5934.6665,31.0,0.0,7.6666665,12.0,11.333333,5.271806,25.94,75.59778,0
P012,2013-05-10 00:00:00-04:00,34041.766,437.1762,8282.306,16411.26,8911.024,8.333333,1.0,4.6666665,5.6666665,2.3333333,36920.332,430.0,10732.667,15253.0,10504.667,3166.3333,0.6666667,821.6667,1779.3334,564.6667,654.6667,0.0,274.66666,305.0,75.0,79093.336,21499.666,19768.334,18055.666,19769.666,3821.0,0.6666667,1096.3334,2084.3333,639.6667,2863.3333,1.0,619.0,1305.3334,938.0,21926.334,0.0,6754.3335,10904.667,4267.3335,25.0,0.0,8.0,8.666667,8.333333,5.64375,30.064444,82.69778,0
P012,2013-05-12 00:00:00-04:00,85521.78,461.17313,33554.684,42449.074,9056.847,6.0,1.3333334,3.3333333,4.6666665,2.0,42701.0,7224.6665,11930.0,11063.0,12483.333,3038.6667,0.6666667,1172.0,1262.0,604.0,491.0,0.0,118.333336,205.66667,167.0,77297.0,21134.334,18943.334,17770.334,19449.0,3529.6667,0.6666667,1290.3334,1467.6666,771.0,3514.6667,0.0,885.6667,1850.6666,778.3333,19969.0,0.0,6334.6665,7716.6665,5917.6665,31.333334,0.0,9.333333,11.0,11.0,0.0,0.0,0.0,0
P012,2013-05-14 00:00:00-04:00,97151.15,155.63683,11364.725,47483.7,38147.09,7.0,1.3333334,3.0,5.6666665,2.0,41632.332,7298.0,11871.667,12745.333,9717.333,4483.0,0.0,1197.6666,1656.0,1629.3334,1230.3334,0.0,597.3333,471.33334,161.66667,74184.336,20852.334,18370.0,16971.666,17990.334,5713.3335,0.0,1795.0,2127.3333,1791.0,4067.6667,0.0,750.6667,2011.6666,1305.3334,24921.666,0.0,6547.0,10278.333,8096.3335,38.333332,0.0,7.3333335,13.666667,17.333334,5.8795834,29.48,84.0,0
P012,2013-05-15 00:00:00-04:00,89891.66,324.37027,14179.282,43454.074,31933.932,7.0,1.3333334,3.6666667,5.3333335,1.6666666,35322.668,832.6667,12708.333,13679.0,8102.6665,4127.0,0.0,1285.3334,1674.0,1167.6666,1007.0,0.0,606.0,337.33334,63.666668,76321.336,21063.666,18253.666,17772.0,19232.0,5134.0,0.0,1891.3334,2011.3334,1231.3334,3388.0,0.0,983.6667,1549.0,855.3333,25604.334,0.0,9062.333,10006.667,6535.3335,36.666668,0.0,8.333333,11.0,17.333334,5.8795834,29.48,84.0,0
P012,2013-05-16 00:00:00-04:00,160726.58,312.3005,9217.166,70345.79,80851.31,7.0,1.3333334,3.3333333,5.3333335,2.0,39303.332,745.0,14799.0,15256.667,8502.667,4286.3335,0.0,1034.6666,1504.0,1747.6666,2829.0,0.0,514.0,373.33334,1941.6666,74526.336,21303.0,19314.334,17550.0,16359.0,7115.3335,0.0,1548.6666,1877.3334,3689.3333,4063.0,0.0,510.66666,2145.3333,1407.0,23029.334,60.333332,6107.0,10475.0,6387.0,39.0,0.33333334,10.666667,11.333333,16.666666,5.360139,33.636665,84.001114,0
P012,2013-05-17 00:00:00-04:00,105765.484,307.99548,8788.033,41973.75,54695.707,6.0,1.3333334,3.3333333,4.6666665,2.0,32302.334,1252.0,11848.333,9721.333,9480.667,3218.6667,0.0,732.3333,1255.3334,1231.0,2934.0,0.0,164.66667,373.66666,2395.6667,76223.336,21439.0,19816.666,18452.334,16515.334,6152.6665,0.0,897.0,1629.0,3626.6667,3125.0,0.0,710.6667,1302.0,1112.3334,21780.334,94.0,6823.6665,7878.6665,6984.0,42.0,0.6666667,9.333333,11.666667,20.333334,4.8406944,37.793335,84.00222,0
P012,2013-05-20 00:00:00-04:00,33183.01,1174.4962,10078.067,13143.291,8787.155,5.3333335,1.3333334,3.0,4.6666665,2.6666667,32152.0,1124.3334,9339.333,12285.333,9403.0,3156.6667,65.333336,572.6667,1599.3334,919.3333,468.66666,0.0,239.66667,217.33333,11.666667,77641.336,20743.666,19528.666,18376.666,18992.334,3625.3333,65.333336,812.3333,1816.6666,931.0,1962.6666,71.666664,516.6667,624.6667,749.6667,21055.666,442.33334,4049.3333,7176.6665,9387.333,30.0,1.0,4.0,11.666667,13.333333,5.5401387,36.195557,88.0,0
P012,2013-05-21 00:00:00-04:00,38485.24,1181.2556,16921.465,12665.734,7716.784,6.3333335,1.3333334,4.0,5.3333335,2.3333333,36957.668,495.0,12022.333,14923.0,9517.333,3916.0,65.333336,1019.0,2131.6667,700.0,692.0,0.0,324.0,363.33334,4.6666665,76238.0,20687.666,18390.666,17935.0,19224.666,4608.0,65.333336,1343.0,2495.0,704.6667,2223.0,71.666664,1082.3334,349.66666,719.3333,21052.0,442.33334,5000.0,8260.667,7349.0,31.333334,1.0,5.6666665,11.333333,13.333333,0.0,0.0,0.0,0
P012,2013-05-22 00:00:00-04:00,39949.652,112.754616,13399.486,18656.412,7780.9995,7.0,1.0,4.6666665,6.3333335,2.3333333,47760.668,0.0,17029.666,19872.666,10858.333,3556.0,0.0,1015.0,1885.6666,655.3333,1083.3334,0.0,404.66666,509.0,169.66667,76563.336,20806.666,18629.0,17737.334,19390.334,4639.3335,0.0,1419.6666,2394.6667,825.0,1896.0,0.0,751.3333,631.0,513.6667,19809.666,0.0,4898.6665,8798.333,6112.6665,28.666666,0.0,7.0,10.0,11.666667,0.0,0.0,0.0,0
